origin_iso,origin_name,origin_region_name,destination_iso,destination_name,destination_region_name,countryflow_2014,countryflow_2015
SK,Slovakia,ESRA East,MT,Malta,ESRA Mediterranean,31,14
SK,Slovakia,ESRA East,NL,Netherlands,ESRA North-West,24,22
SK,Slovakia,ESRA East,NO,Norway,ESRA North-West,102,13
SK,Slovakia,ESRA East,PL,Poland,ESRA East,186,193
SK,Slovakia,ESRA East,PT,Portugal,ESRA Mediterranean,13,16
SK,Slovakia,ESRA East,RO,Romania,ESRA East,44,65
SK,Slovakia,ESRA East,RS,Serbia,ESRA East,43,55
SK,Slovakia,ESRA East,SE,Sweden,ESRA North-West,27,54
SK,Slovakia,ESRA East,SI,Slovenia,ESRA East,17,29
SK,Slovakia,ESRA East,SK,Slovakia,ESRA East,2075,2294
SK,Slovakia,ESRA East,TR,Turkey,ESRA Mediterranean,640,792
SK,Slovakia,ESRA East,UA,Ukraine,ESRA East,89,175
TR,Turkey,ESRA Mediterranean,AL,Albania,ESRA East,1066,1059
TR,Turkey,ESRA Mediterranean,AM,Armenia,Other Europe,132,132
TR,Turkey,ESRA Mediterranean,AT,Austria,ESRA North-West,5192,5334
TR,Turkey,ESRA Mediterranean,BA,Bosnia & Herzegovina,ESRA East,1402,1342
TR,Turkey,ESRA Mediterranean,BE,Belgium,ESRA North-West,5561,5504
TR,Turkey,ESRA Mediterranean,BG,Bulgaria,ESRA East,1123,1382
TR,Turkey,ESRA Mediterranean,CH,Switzerland,ESRA North-West,5342,5590
TR,Turkey,ESRA Mediterranean,CY,Cyprus,ESRA Mediterranean,2,0
TR,Turkey,ESRA Mediterranean,CZ,Czechia,ESRA East,1988,2430
TR,Turkey,ESRA Mediterranean,DE,Germany,ESRA North-West,49580,54162
TR,Turkey,ESRA Mediterranean,DK,Denmark,ESRA North-West,3923,4071
TR,Turkey,ESRA Mediterranean,EE,Estonia,Other Europe,653,707
TR,Turkey,ESRA Mediterranean,ES,Spain,ESRA Mediterranean,4625,5044
TR,Turkey,ESRA Mediterranean,FI,Finland,ESRA North-West,2010,2111
TR,Turkey,ESRA Mediterranean,FR,France,ESRA North-West,11024,11701
TR,Turkey,ESRA Mediterranean,GB,United Kingdom,ESRA North-West,17497,17882
TR,Turkey,ESRA Mediterranean,GE,Georgia,Other Europe,3143,3047
TR,Turkey,ESRA Mediterranean,GR,Greece,ESRA Mediterranean,4601,5118
TR,Turkey,ESRA Mediterranean,HR,Croatia,ESRA East,902,859
TR,Turkey,ESRA Mediterranean,HU,Hungary,ESRA East,1776,2146
TR,Turkey,ESRA Mediterranean,IE,Ireland,ESRA North-West,888,993
TR,Turkey,ESRA Mediterranean,IT,Italy,ESRA Mediterranean,9122,10350
TR,Turkey,ESRA Mediterranean,LT,Lithuania,Other Europe,615,789
TR,Turkey,ESRA Mediterranean,LU,Luxembourg,ESRA North-West,594,610
TR,Turkey,ESRA Mediterranean,LV,Latvia,Other Europe,684,611
TR,Turkey,ESRA Mediterranean,MD,Moldova,ESRA East,1172,1172
TR,Turkey,ESRA Mediterranean,MK,Macedonia,ESRA East,1029,1051
TR,Turkey,ESRA Mediterranean,MT,Malta,ESRA Mediterranean,349,587
TR,Turkey,ESRA Mediterranean,NL,Netherlands,ESRA North-West,9684,9632
TR,Turkey,ESRA Mediterranean,NO,Norway,ESRA North-West,2347,2386
TR,Turkey,ESRA Mediterranean,PL,Poland,ESRA East,2714,2830
TR,Turkey,ESRA Mediterranean,PT,Portugal,ESRA Mediterranean,534,860
TR,Turkey,ESRA Mediterranean,RO,Romania,ESRA East,2843,2868
TR,Turkey,ESRA Mediterranean,RS,Serbia,ESRA East,3409,3318
TR,Turkey,ESRA Mediterranean,SE,Sweden,ESRA North-West,4650,4393
TR,Turkey,ESRA Mediterranean,SI,Slovenia,ESRA East,852,929
TR,Turkey,ESRA Mediterranean,SK,Slovakia,ESRA East,650,807
TR,Turkey,ESRA Mediterranean,TR,Turkey,ESRA Mediterranean,329324,359224
TR,Turkey,ESRA Mediterranean,UA,Ukraine,ESRA East,6410,6790
UA,Ukraine,ESRA East,AL,Albania,ESRA East,2,10
UA,Ukraine,ESRA East,AM,Armenia,Other Europe,427,415
UA,Ukraine,ESRA East,AT,Austria,ESRA North-West,2505,2337
UA,Ukraine,ESRA East,BA,Bosnia & Herzegovina,ESRA East,1,4
UA,Ukraine,ESRA East,BE,Belgium,ESRA North-West,610,491
UA,Ukraine,ESRA East,BG,Bulgaria,ESRA East,312,191
UA,Ukraine,ESRA East,CH,Switzerland,ESRA North-West,1303,1006
UA,Ukraine,ESRA East,CY,Cyprus,ESRA Mediterranean,471,616
UA,Ukraine,ESRA East,CZ,Czechia,ESRA East,761,622
UA,Ukraine,ESRA East,DE,Germany,ESRA North-West,4229,3684
UA,Ukraine,ESRA East,DK,Denmark,ESRA North-West,26,15
UA,Ukraine,ESRA East,EE,Estonia,Other Europe,275,353
UA,Ukraine,ESRA East,ES,Spain,ESRA Mediterranean,930,587
UA,Ukraine,ESRA East,FI,Finland,ESRA North-West,298,295
UA,Ukraine,ESRA East,FO,Faroe Islands,ESRA North-West,0,2
UA,Ukraine,ESRA East,FR,France,ESRA North-West,1581,1589
UA,Ukraine,ESRA East,GB,United Kingdom,ESRA North-West,1322,1248
UA,Ukraine,ESRA East,GE,Georgia,Other Europe,1317,1114
UA,Ukraine,ESRA East,GR,Greece,ESRA Mediterranean,1187,919
UA,Ukraine,ESRA East,HR,Croatia,ESRA East,93,95
UA,Ukraine,ESRA East,HU,Hungary,ESRA East,526,471
UA,Ukraine,ESRA East,IE,Ireland,ESRA North-West,10,1
UA,Ukraine,ESRA East,IT,Italy,ESRA Mediterranean,2132,1250
UA,Ukraine,ESRA East,LT,Lithuania,Other Europe,680,696
UA,Ukraine,ESRA East,LU,Luxembourg,ESRA North-West,12,15
UA,Ukraine,ESRA East,LV,Latvia,Other Europe,854,941
UA,Ukraine,ESRA East,MD,Moldova,ESRA East,591,567
UA,Ukraine,ESRA East,MK,Macedonia,ESRA East,6,6
UA,Ukraine,ESRA East,MT,Malta,ESRA Mediterranean,17,17
UA,Ukraine,ESRA East,NL,Netherlands,ESRA North-West,1058,1105
UA,Ukraine,ESRA East,NO,Norway,ESRA North-West,98,15
UA,Ukraine,ESRA East,PL,Poland,ESRA East,2650,2548
UA,Ukraine,ESRA East,PT,Portugal,ESRA Mediterranean,93,82
UA,Ukraine,ESRA East,RO,Romania,ESRA East,64,58
UA,Ukraine,ESRA East,RS,Serbia,ESRA East,436,372
UA,Ukraine,ESRA East,SE,Sweden,ESRA North-West,206,386
UA,Ukraine,ESRA East,SI,Slovenia,ESRA East,26,17
UA,Ukraine,ESRA East,SK,Slovakia,ESRA East,96,177
UA,Ukraine,ESRA East,TR,Turkey,ESRA Mediterranean,6135,6518
UA,Ukraine,ESRA East,UA,Ukraine,ESRA East,17385,12254
