origin_iso,origin_name,originregion_name,destination_iso,destination_name,destinationregion_name,countryflow_2001,countryflow_2002,countryflow_2003,countryflow_2004,countryflow_2005,countryflow_2006,countryflow_2007,countryflow_2008,countryflow_2009,countryflow_2010,countryflow_2011,countryflow_2012,countryflow_2013,countryflow_2014,countryflow_2015
FR,France,ESRA North-West,GI,Gibraltar,Other Europe,46,53,57,39,46,61,75,58,41,33,48,34,37,38,38
FR,France,ESRA North-West,GR,Greece,ESRA Mediterranean,5445,5119,6156,6033,5966,6026,6816,7014,7363,7229,7576,6872,6819,7884,8704
FR,France,ESRA North-West,HR,Croatia,ESRA East,592,645,800,1246,1981,2355,2442,2531,2320,2385,2627,2570,2413,2395,2466
FR,France,ESRA North-West,HU,Hungary,ESRA East,2031,2177,2199,2959,3574,3472,3617,3054,3014,2612,2703,2277,2163,2237,2584
FR,France,ESRA North-West,IE,Ireland,ESRA North-West,6773,6800,7453,7696,8289,9102,9780,10659,9274,7722,7526,7484,7360,7884,8349
FR,France,ESRA North-West,IT,Italy,ESRA Mediterranean,54375,51083,54091,50440,47578,50566,56045,55781,51591,50358,54748,54608,54018,53824,55093
FR,France,ESRA North-West,LT,Lithuania,Other Europe,181,178,160,160,231,250,214,394,45,316,251,281,322,539,470
FR,France,ESRA North-West,LU,Luxembourg,ESRA North-West,2750,2844,2912,2821,2829,2892,2651,2533,2415,2478,2615,2668,2744,2822,2940
FR,France,ESRA North-West,LV,Latvia,Other Europe,35,30,36,59,170,202,239,507,531,508,603,546,766,915,880
FR,France,ESRA North-West,MC,Monaco,ESRA North-West,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR,France,ESRA North-West,MD,Moldova,ESRA East,170,149,122,101,21,18,41,21,11,26,26,45,127,154,183
FR,France,ESRA North-West,MK,Macedonia,ESRA East,146,75,22,19,12,24,22,15,15,20,18,42,180,331,440
FR,France,ESRA North-West,MT,Malta,ESRA Mediterranean,863,861,834,844,852,815,815,889,1144,1297,1463,1621,1704,1838,1703
FR,France,ESRA North-West,NL,Netherlands,ESRA North-West,17600,16570,16504,17098,15976,17080,17976,18545,16785,16136,17108,17216,17149,17634,18845
FR,France,ESRA North-West,NO,Norway,ESRA North-West,3049,2925,2632,3070,3224,3400,3945,3702,3129,3455,3787,3796,3985,4150,3905
FR,France,ESRA North-West,PL,Poland,ESRA East,3070,3056,3323,4215,5061,5849,5918,5742,5252,5162,5376,5280,5028,5203,5508
FR,France,ESRA North-West,PT,Portugal,ESRA Mediterranean,11180,11343,11092,11489,10928,12363,13012,14137,14009,15260,15987,16634,18171,20006,21288
FR,France,ESRA North-West,RO,Romania,ESRA East,1241,1216,1397,1645,2100,2528,2874,2717,3192,3272,3426,3313,3093,3054,3440
FR,France,ESRA North-West,RS,Serbia,ESRA East,677,682,753,817,971,1092,1209,1322,1277,1387,1583,1762,2074,2357,2522
FR,France,ESRA North-West,SE,Sweden,ESRA North-West,6661,6967,5571,6055,5462,5887,6322,6427,4873,4786,5504,5156,5637,5450,5156
FR,France,ESRA North-West,SI,Slovenia,ESRA East,585,504,576,750,1443,1684,1908,1840,1542,1362,1499,933,916,792,783
FR,France,ESRA North-West,SJ,Svalbard & Jan Mayen,ESRA North-West,0,0,0,0,0,2,0,1,4,1,1,1,5,10,8
FR,France,ESRA North-West,SK,Slovakia,ESRA East,71,111,224,750,830,1056,888,819,789,590,659,470,354,321,389
FR,France,ESRA North-West,TR,Turkey,ESRA Mediterranean,4976,5113,4735,5085,5983,5976,6280,6463,6964,8772,10065,10024,10066,10853,11468
FR,France,ESRA North-West,UA,Ukraine,ESRA East,633,698,766,844,1034,1318,1471,1641,1698,1799,1793,1846,2030,1599,1569
GB,United Kingdom,ESRA North-West,AL,Albania,ESRA East,15,6,6,8,3,241,353,324,383,426,487,439,427,246,311
GB,United Kingdom,ESRA North-West,AM,Armenia,Other Europe,6,4,75,158,249,262,212,212,206,206,381,292,9,7,6
GB,United Kingdom,ESRA North-West,AT,Austria,ESRA North-West,7036,6800,7461,8606,8731,8568,8919,8637,7794,7332,7609,7279,6590,6880,7552
GB,United Kingdom,ESRA North-West,BA,Bosnia & Herzegovina,ESRA East,12,69,81,22,15,17,135,109,14,16,22,17,18,15,25
GB,United Kingdom,ESRA North-West,BE,Belgium,ESRA North-West,31709,30390,24600,22111,21973,21844,22750,19820,17335,16086,16198,16396,15020,14550,14773
GB,United Kingdom,ESRA North-West,BG,Bulgaria,ESRA East,929,1191,1549,2152,2758,3421,3435,3566,3164,3088,3025,3018,3260,3312,3593
GB,United Kingdom,ESRA North-West,CH,Switzerland,ESRA North-West,22634,24950,25734,25179,26840,28900,31568,33779,29969,30434,31745,31498,30248,30351,29465
GB,United Kingdom,ESRA North-West,CY,Cyprus,ESRA Mediterranean,7705,7025,7585,7255,8062,8021,7934,8027,7716,7458,7609,7295,6935,6781,6920
GB,United Kingdom,ESRA North-West,CZ,Czechia,ESRA East,3593,4767,6276,10014,11964,10332,9830,8277,6698,5614,5317,5554,5335,5660,6468
GB,United Kingdom,ESRA North-West,DE,Germany,ESRA North-West,72332,70057,72004,72990,75635,77549,78971,76788,72021,71243,72257,71959,71215,70904,73302
GB,United Kingdom,ESRA North-West,DK,Denmark,ESRA North-West,14625,14180,14414,15283,14295,13980,14265,14541,14699,13948,14202,13664,14352,14017,15299
GB,United Kingdom,ESRA North-West,EE,Estonia,Other Europe,311,310,325,483,930,895,858,742,410,431,1013,674,507,509,506
GB,United Kingdom,ESRA North-West,ES,Spain,ESRA Mediterranean,85135,90753,104498,110688,118481,120544,123937,119952,105223,97568,106049,103116,108490,113337,114703
GB,United Kingdom,ESRA North-West,FI,Finland,ESRA North-West,3429,2638,3299,3642,3512,4336,4381,4358,4288,4558,4697,4090,4150,4503,4652
GB,United Kingdom,ESRA North-West,FO,Faroe Islands,ESRA North-West,210,164,202,130,141,135,160,161,62,91,81,71,84,67,107
GB,United Kingdom,ESRA North-West,FR,France,ESRA North-West,75715,79758,81271,82201,81520,83975,84944,80861,72747,65681,70093,68422,66327,67188,66860
GB,United Kingdom,ESRA North-West,GB,United Kingdom,ESRA North-West,480877,474660,479986,508021,536381,543276,542168,527170,477998,445889,432437,416805,403211,388478,397870
GB,United Kingdom,ESRA North-West,GE,Georgia,Other Europe,160,159,71,35,158,116,148,160,33,98,88,70,62,16,12
GB,United Kingdom,ESRA North-West,GI,Gibraltar,Other Europe,1030,1023,1074,1238,1386,1282,1155,1457,1435,1256,1501,1464,1495,1557,1621
GB,United Kingdom,ESRA North-West,GR,Greece,ESRA Mediterranean,17857,17540,17633,17098,15966,16131,15864,15440,15141,14332,14499,14482,14856,17230,18751
GB,United Kingdom,ESRA North-West,HR,Croatia,ESRA East,1171,1120,1250,1401,1939,2676,3044,2626,2814,2801,2831,3132,3589,3849,3867
GB,United Kingdom,ESRA North-West,HU,Hungary,ESRA East,2030,1872,1893,3669,5397,4605,4147,4607,4050,3935,4096,4511,4656,5271,5759
GB,United Kingdom,ESRA North-West,IE,Ireland,ESRA North-West,64416,62817,61988,62419,65117,62574,63653,64840,54440,50988,52831,53189,53399,56577,57670
GB,United Kingdom,ESRA North-West,IT,Italy,ESRA Mediterranean,38693,35477,43600,44708,48856,47118,52002,48130,46026,43066,44812,46383,45455,48586,50455
GB,United Kingdom,ESRA North-West,LT,Lithuania,Other Europe,371,378,413,669,1338,1523,1433,1568,1144,1671,1841,2351,2337,2298,2556
GB,United Kingdom,ESRA North-West,LU,Luxembourg,ESRA North-West,4494,4473,4177,4264,4522,4517,4646,4139,3619,3449,3687,3811,4063,3768,3789
GB,United Kingdom,ESRA North-West,LV,Latvia,Other Europe,276,293,306,684,1377,1966,1872,1710,1563,1896,2060,1787,1994,2226,2500
GB,United Kingdom,ESRA North-West,MD,Moldova,ESRA East,3,9,2,6,1,1,90,94,64,64,62,24,101,115,165
GB,United Kingdom,ESRA North-West,MK,Macedonia,ESRA East,96,6,6,6,9,9,10,13,11,27,115,161,241,239,273
GB,United Kingdom,ESRA North-West,MT,Malta,ESRA Mediterranean,3869,3813,3971,3933,4326,3877,4202,3833,3737,3861,3947,3901,4017,4406,4517
GB,United Kingdom,ESRA North-West,NL,Netherlands,ESRA North-West,60184,58237,52245,50709,51521,54965,56727,50992,45949,43332,46327,46627,47914,49078,50357
GB,United Kingdom,ESRA North-West,NO,Norway,ESRA North-West,9899,9093,9495,11316,11559,12595,12961,13278,12840,12567,13394,14112,15924,15727,14394
GB,United Kingdom,ESRA North-West,PL,Poland,ESRA East,3346,3013,3233,5249,8229,13221,16563,19322,15445,15106,14855,15814,18104,16955,19637
GB,United Kingdom,ESRA North-West,PT,Portugal,ESRA Mediterranean,13094,14253,14762,15736,17106,18388,20362,20974,19139,19018,20513,18884,19829,22142,23132
GB,United Kingdom,ESRA North-West,RO,Romania,ESRA East,771,766,787,830,954,1172,1661,2260,2599,2825,2863,3172,3288,4317,5405
GB,United Kingdom,ESRA North-West,RS,Serbia,ESRA East,715,828,855,901,940,1040,1098,1129,1205,1338,1156,979,888,943,982
GB,United Kingdom,ESRA North-West,SE,Sweden,ESRA North-West,12643,12400,12318,12473,11969,11974,11698,11927,9596,10237,12332,11300,11836,11388,11118
GB,United Kingdom,ESRA North-West,SI,Slovenia,ESRA East,380,393,409,647,808,965,952,852,793,673,618,717,727,667,712
GB,United Kingdom,ESRA North-West,SJ,Svalbard & Jan Mayen,ESRA North-West,1,2,0,0,4,3,1,1,4,2,2,0,0,1,3
GB,United Kingdom,ESRA North-West,SK,Slovakia,ESRA East,22,46,187,779,1312,1930,2040,2994,2219,1818,1607,1520,1423,1685,2154
GB,United Kingdom,ESRA North-West,TR,Turkey,ESRA Mediterranean,6716,6932,7259,8687,10903,10940,12337,13643,15201,16538,15736,15207,16256,17515,17905
GB,United Kingdom,ESRA North-West,UA,Ukraine,ESRA East,559,592,641,769,935,1128,1073,1093,1398,1293,1571,1592,1555,1310,1222
GE,Georgia,Other Europe,AL,Albania,ESRA East,0,0,5,3,1,1,0,0,1,0,0,0,1,1,0
GE,Georgia,Other Europe,AM,Armenia,Other Europe,0,0,0,0,0,5,198,100,827,719,206,39,41,33,206
GE,Georgia,Other Europe,AT,Austria,ESRA North-West,214,201,219,221,253,291,337,283,254,246,119,120,123,122,120
GE,Georgia,Other Europe,BA,Bosnia & Herzegovina,ESRA East,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
GE,Georgia,Other Europe,BE,Belgium,ESRA North-West,0,1,2,5,3,1,8,18,5,8,6,9,37,9,7
GE,Georgia,Other Europe,BG,Bulgaria,ESRA East,14,13,11,7,8,22,22,44,19,19,10,12,38,24,24
GE,Georgia,Other Europe,CH,Switzerland,ESRA North-West,87,7,8,10,15,7,9,5,6,7,4,16,11,7,13
GE,Georgia,Other Europe,CY,Cyprus,ESRA Mediterranean,6,8,33,32,34,33,32,26,3,5,4,9,12,11,9
GE,Georgia,Other Europe,CZ,Czechia,ESRA East,60,123,80,153,128,47,6,100,165,241,267,102,110,43,14
GE,Georgia,Other Europe,DE,Germany,ESRA North-West,118,175,223,175,256,372,518,509,518,576,661,437,468,450,408
GE,Georgia,Other Europe,DK,Denmark,ESRA North-West,1,2,0,2,7,0,5,0,1,28,0,2,7,2,2
GE,Georgia,Other Europe,EE,Estonia,Other Europe,0,0,0,0,2,0,1,5,1,4,2,112,6,3,3
GE,Georgia,Other Europe,ES,Spain,ESRA Mediterranean,1,0,14,0,1,3,2,1,5,9,8,6,5,7,10
GE,Georgia,Other Europe,FI,Finland,ESRA North-West,2,2,1,4,1,0,0,4,0,1,1,1,6,4,2
GE,Georgia,Other Europe,FR,France,ESRA North-West,69,103,113,133,127,113,122,140,133,162,145,84,67,84,55
GE,Georgia,Other Europe,GB,United Kingdom,ESRA North-West,128,160,63,38,158,119,159,167,58,20,20,76,62,20,16
GE,Georgia,Other Europe,GE,Georgia,Other Europe,0,0,0,0,0,0,0,2,2,2,3,4,5,797,607
GE,Georgia,Other Europe,GR,Greece,ESRA Mediterranean,54,56,50,95,114,65,75,68,87,75,73,113,103,104,136
GE,Georgia,Other Europe,HR,Croatia,ESRA East,0,0,0,0,0,5,3,0,0,0,4,2,3,6,2
GE,Georgia,Other Europe,HU,Hungary,ESRA East,3,1,2,5,0,11,5,13,3,11,8,7,6,31,106
GE,Georgia,Other Europe,IE,Ireland,ESRA North-West,1,0,1,0,6,2,2,1,2,4,5,2,2,1,0
GE,Georgia,Other Europe,IT,Italy,ESRA Mediterranean,8,7,31,19,6,11,13,11,13,16,15,66,168,178,144
GE,Georgia,Other Europe,LT,Lithuania,Other Europe,0,0,2,1,5,6,8,52,1,7,14,0,7,80,96
GE,Georgia,Other Europe,LU,Luxembourg,ESRA North-West,0,0,1,2,1,0,1,1,0,4,3,4,1,0,1
GE,Georgia,Other Europe,LV,Latvia,Other Europe,0,0,0,2,7,77,178,200,190,220,214,172,171,156,156
GE,Georgia,Other Europe,MD,Moldova,ESRA East,1,2,2,2,7,4,2,3,4,13,8,11,9,13,3
GE,Georgia,Other Europe,MK,Macedonia,ESRA East,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0
GE,Georgia,Other Europe,MT,Malta,ESRA Mediterranean,0,1,0,0,0,0,0,1,1,0,1,0,1,4,1
GE,Georgia,Other Europe,NL,Netherlands,ESRA North-West,80,4,56,188,261,135,128,155,161,135,125,117,135,120,116
GE,Georgia,Other Europe,NO,Norway,ESRA North-West,0,0,0,1,0,2,0,2,4,1,2,2,2,0,3
GE,Georgia,Other Europe,PL,Poland,ESRA East,0,0,0,2,7,7,18,3,10,58,210,251,437,529,450
GE,Georgia,Other Europe,PT,Portugal,ESRA Mediterranean,0,0,0,1,0,0,0,0,1,4,2,1,0,0,0
GE,Georgia,Other Europe,RO,Romania,ESRA East,5,5,3,3,9,11,13,30,19,33,15,24,24,26,19
GE,Georgia,Other Europe,RS,Serbia,ESRA East,0,1,0,1,5,11,3,9,5,3,1,3,4,6,7
GE,Georgia,Other Europe,SE,Sweden,ESRA North-West,0,1,0,0,3,4,1,1,6,7,5,4,4,4,2
GE,Georgia,Other Europe,SI,Slovenia,ESRA East,0,0,0,0,0,0,1,1,2,2,1,3,0,0,3
GE,Georgia,Other Europe,SK,Slovakia,ESRA East,0,0,2,2,2,3,4,14,49,25,3,5,10,7,8
GE,Georgia,Other Europe,TR,Turkey,ESRA Mediterranean,187,179,121,192,298,531,889,1187,1185,1378,1771,1838,2560,3119,3038
GE,Georgia,Other Europe,UA,Ukraine,ESRA East,2,80,357,533,668,753,1589,1489,1092,1526,1702,1752,1830,1326,1119
GI,Gibraltar,Other Europe,AT,Austria,ESRA North-West,0,1,4,2,2,3,5,1,2,5,5,3,1,3,2
GI,Gibraltar,Other Europe,BE,Belgium,ESRA North-West,0,1,0,0,0,2,8,0,1,1,1,2,1,1,1
GI,Gibraltar,Other Europe,BG,Bulgaria,ESRA East,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0
GI,Gibraltar,Other Europe,CH,Switzerland,ESRA North-West,24,26,25,14,22,22,39,36,36,25,40,24,31,25,24
GI,Gibraltar,Other Europe,CY,Cyprus,ESRA Mediterranean,0,0,0,0,2,2,1,4,2,1,0,0,0,0,1
GI,Gibraltar,Other Europe,CZ,Czechia,ESRA East,0,0,0,0,0,0,0,2,0,0,1,1,0,1,3
GI,Gibraltar,Other Europe,DE,Germany,ESRA North-West,4,8,11,5,9,7,14,16,10,16,14,12,8,5,6
GI,Gibraltar,Other Europe,DK,Denmark,ESRA North-West,3,4,6,7,3,0,6,12,6,8,4,7,6,5,7
GI,Gibraltar,Other Europe,ES,Spain,ESRA Mediterranean,0,0,1,2,0,17,592,229,494,190,105,63,82,70,95
GI,Gibraltar,Other Europe,FI,Finland,ESRA North-West,0,0,1,3,3,2,2,0,2,3,0,0,0,0,0
GI,Gibraltar,Other Europe,FR,France,ESRA North-West,49,42,36,33,40,52,70,47,38,44,49,32,34,44,37
GI,Gibraltar,Other Europe,GB,United Kingdom,ESRA North-West,997,1012,1066,1220,1355,1265,1141,1413,1386,1206,1469,1421,1458,1526,1612
GI,Gibraltar,Other Europe,GI,Gibraltar,Other Europe,0,1,6,0,1,3,0,3,2,3,1,5,4,6,5
GI,Gibraltar,Other Europe,GR,Greece,ESRA Mediterranean,0,2,0,3,2,2,2,1,0,1,1,0,1,0,3
GI,Gibraltar,Other Europe,HR,Croatia,ESRA East,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0
GI,Gibraltar,Other Europe,HU,Hungary,ESRA East,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
GI,Gibraltar,Other Europe,IE,Ireland,ESRA North-West,0,0,0,0,4,2,2,2,0,1,2,0,1,3,3
GI,Gibraltar,Other Europe,IT,Italy,ESRA Mediterranean,11,4,9,8,8,20,28,21,12,20,15,7,14,13,12
GI,Gibraltar,Other Europe,LT,Lithuania,Other Europe,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
GI,Gibraltar,Other Europe,LU,Luxembourg,ESRA North-West,0,1,0,0,1,2,0,0,2,1,2,1,1,1,1
GI,Gibraltar,Other Europe,LV,Latvia,Other Europe,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
GI,Gibraltar,Other Europe,MT,Malta,ESRA Mediterranean,3,2,2,3,1,2,2,0,2,0,2,2,0,0,0
GI,Gibraltar,Other Europe,NL,Netherlands,ESRA North-West,2,4,8,0,4,1,3,4,4,2,1,2,4,1,1
GI,Gibraltar,Other Europe,NO,Norway,ESRA North-West,0,2,0,0,1,0,1,0,0,0,0,0,0,1,1
GI,Gibraltar,Other Europe,PL,Poland,ESRA East,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1
GI,Gibraltar,Other Europe,PT,Portugal,ESRA Mediterranean,30,41,27,20,24,31,33,22,25,24,28,30,23,27,16
GI,Gibraltar,Other Europe,RO,Romania,ESRA East,0,0,0,0,0,1,1,1,0,1,2,3,0,3,0
GI,Gibraltar,Other Europe,RS,Serbia,ESRA East,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
GI,Gibraltar,Other Europe,SE,Sweden,ESRA North-West,0,2,0,1,1,0,3,0,0,0,1,0,2,2,0
GI,Gibraltar,Other Europe,SI,Slovenia,ESRA East,0,0,0,1,0,2,1,0,1,0,0,0,0,0,0
GI,Gibraltar,Other Europe,SK,Slovakia,ESRA East,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
GI,Gibraltar,Other Europe,TR,Turkey,ESRA Mediterranean,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
GI,Gibraltar,Other Europe,UA,Ukraine,ESRA East,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
GR,Greece,ESRA Mediterranean,AL,Albania,ESRA East,538,442,668,1032,1072,1102,986,1052,999,860,1368,1319,970,776,874
GR,Greece,ESRA Mediterranean,AM,Armenia,Other Europe,88,67,39,14,66,110,98,112,87,88,84,73,19,69,122
GR,Greece,ESRA Mediterranean,AT,Austria,ESRA North-West,3952,3744,3956,3864,3805,4180,4120,3880,3347,3198,2878,2697,3228,3590,3969
GR,Greece,ESRA Mediterranean,BA,Bosnia & Herzegovina,ESRA East,5,11,11,8,16,19,10,22,13,26,28,20,18,27,19
GR,Greece,ESRA Mediterranean,BE,Belgium,ESRA North-West,3191,2543,3201,3288,3151,3153,3061,2945,2860,2844,3241,2860,2758,3312,3565
GR,Greece,ESRA Mediterranean,BG,Bulgaria,ESRA East,504,726,910,873,900,1208,1492,1637,1511,1255,1169,1042,861,915,976
GR,Greece,ESRA Mediterranean,CH,Switzerland,ESRA North-West,3425,3209,3226,2981,2900,3214,3403,3401,3567,3481,3662,3608,3241,3743,4359
GR,Greece,ESRA Mediterranean,CY,Cyprus,ESRA Mediterranean,3872,4414,4738,6326,6332,5815,6387,6148,6104,5857,5776,5784,4281,4782,5276
GR,Greece,ESRA Mediterranean,CZ,Czechia,ESRA East,1658,1926,2100,2219,2514,2860,3159,3452,3296,2898,2412,2070,2055,2446,2570
GR,Greece,ESRA Mediterranean,DE,Germany,ESRA North-West,18108,17315,16857,17598,16667,16705,18515,17640,17098,16661,17070,14502,15204,18029,18483
GR,Greece,ESRA Mediterranean,DK,Denmark,ESRA North-West,2575,2550,2446,2132,2083,2227,2219,2173,2099,2195,2349,1972,2191,2477,2671
GR,Greece,ESRA Mediterranean,EE,Estonia,Other Europe,15,18,18,51,79,115,213,165,135,92,74,47,57,84,114
GR,Greece,ESRA Mediterranean,ES,Spain,ESRA Mediterranean,1422,1429,1392,1527,1673,1896,2289,2282,2302,2466,2478,1849,1402,1569,1886
GR,Greece,ESRA Mediterranean,FI,Finland,ESRA North-West,729,745,758,743,715,873,956,896,939,926,1070,1080,1079,1098,1179
GR,Greece,ESRA Mediterranean,FO,Faroe Islands,ESRA North-West,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
GR,Greece,ESRA Mediterranean,FR,France,ESRA North-West,5675,5243,6320,6041,5939,6040,6860,7188,7520,7501,7774,7046,6831,7986,8726
GR,Greece,ESRA Mediterranean,GB,United Kingdom,ESRA North-West,17839,17617,17714,17107,16036,16150,15838,15336,15197,14360,14509,14555,14849,17261,18804
GR,Greece,ESRA Mediterranean,GE,Georgia,Other Europe,52,45,50,100,112,64,77,66,87,72,69,112,104,102,136
GR,Greece,ESRA Mediterranean,GI,Gibraltar,Other Europe,0,1,1,1,2,1,1,0,2,2,2,0,1,1,4
GR,Greece,ESRA Mediterranean,GR,Greece,ESRA Mediterranean,110724,99317,102643,114686,107335,112734,117850,112994,126426,112528,100813,93850,87941,92242,99409
GR,Greece,ESRA Mediterranean,HR,Croatia,ESRA East,75,83,100,121,156,190,224,201,240,324,268,255,263,301,403
GR,Greece,ESRA Mediterranean,HU,Hungary,ESRA East,1128,1063,1270,1353,1518,1693,1830,1590,1398,1268,1410,643,474,642,940
GR,Greece,ESRA Mediterranean,IE,Ireland,ESRA North-West,345,334,446,445,492,512,553,539,356,224,262,228,257,338,366
GR,Greece,ESRA Mediterranean,IT,Italy,ESRA Mediterranean,10323,8940,10122,10621,10390,11127,12166,11284,10067,10021,11178,9783,9794,11713,12683
GR,Greece,ESRA Mediterranean,LT,Lithuania,Other Europe,51,45,45,55,64,153,235,212,166,99,221,219,262,289,303
GR,Greece,ESRA Mediterranean,LU,Luxembourg,ESRA North-West,181,193,214,259,249,249,277,269,227,199,208,174,186,216,220
GR,Greece,ESRA Mediterranean,LV,Latvia,Other Europe,15,20,27,22,54,75,230,227,157,183,203,176,127,218,298
GR,Greece,ESRA Mediterranean,MD,Moldova,ESRA East,181,232,183,196,158,66,32,57,94,99,124,115,101,98,126
GR,Greece,ESRA Mediterranean,MK,Macedonia,ESRA East,231,173,71,57,21,49,44,24,22,54,36,39,36,18,24
GR,Greece,ESRA Mediterranean,MT,Malta,ESRA Mediterranean,170,156,153,179,177,209,164,175,160,137,151,168,165,173,261
GR,Greece,ESRA Mediterranean,NL,Netherlands,ESRA North-West,5228,5086,4823,4342,4092,4883,5270,4976,4446,3988,4467,3423,3690,4432,4641
GR,Greece,ESRA Mediterranean,NO,Norway,ESRA North-West,1609,1678,1441,1318,1402,1707,1754,1943,1743,1870,1975,2298,2311,2488,2089
GR,Greece,ESRA Mediterranean,PL,Poland,ESRA East,957,1173,1115,1159,1303,1767,2107,2237,2296,2273,2615,2013,2373,3473,4046
GR,Greece,ESRA Mediterranean,PT,Portugal,ESRA Mediterranean,32,57,65,184,78,79,65,54,56,43,145,186,47,48,45
GR,Greece,ESRA Mediterranean,RO,Romania,ESRA East,980,863,1044,1325,1645,2058,2712,2670,2745,2302,1875,1608,1627,1714,1746
GR,Greece,ESRA Mediterranean,RS,Serbia,ESRA East,578,572,655,726,744,981,1071,1266,1345,1036,1165,1246,1276,1832,1752
GR,Greece,ESRA Mediterranean,SE,Sweden,ESRA North-West,2468,2412,2055,1846,1617,2031,2096,2087,1815,1965,2243,2257,2429,3082,3156
GR,Greece,ESRA Mediterranean,SI,Slovenia,ESRA East,212,185,200,284,354,443,688,591,584,470,336,249,222,286,337
GR,Greece,ESRA Mediterranean,SK,Slovakia,ESRA East,264,312,402,471,542,693,666,739,503,393,423,299,313,487,627
GR,Greece,ESRA Mediterranean,TR,Turkey,ESRA Mediterranean,1509,1353,1514,1932,2399,2340,2454,2418,2598,3145,3202,3559,4025,4568,5093
GR,Greece,ESRA Mediterranean,UA,Ukraine,ESRA East,237,365,318,396,433,612,721,764,587,942,1130,1248,1786,1202,900
HR,Croatia,ESRA East,AL,Albania,ESRA East,7,4,10,11,11,38,25,35,21,20,27,20,20,12,13
HR,Croatia,ESRA East,AM,Armenia,Other Europe,0,1,0,1,0,1,5,2,4,1,2,0,2,1,1
HR,Croatia,ESRA East,AT,Austria,ESRA North-West,2385,2733,2731,3183,3474,3596,3778,3849,3507,3338,3239,3143,2939,3025,3011
HR,Croatia,ESRA East,BA,Bosnia & Herzegovina,ESRA East,992,1070,998,939,909,1094,1037,1116,854,865,774,710,666,700,762
HR,Croatia,ESRA East,BE,Belgium,ESRA North-West,336,353,343,393,499,516,483,584,520,644,612,671,909,997,1165
HR,Croatia,ESRA East,BG,Bulgaria,ESRA East,21,34,29,35,52,47,60,73,298,208,49,45,34,26,48
HR,Croatia,ESRA East,CH,Switzerland,ESRA North-West,929,830,946,774,937,1095,1156,1205,1209,1352,1378,1561,1600,1591,1826
HR,Croatia,ESRA East,CY,Cyprus,ESRA Mediterranean,4,1,8,7,10,18,21,30,19,20,29,19,16,23,23
HR,Croatia,ESRA East,CZ,Czechia,ESRA East,643,593,716,714,687,834,869,940,829,812,743,560,552,639,734
HR,Croatia,ESRA East,DE,Germany,ESRA North-West,3916,4252,4501,4653,6228,6964,7191,7418,7318,7897,7790,7969,8216,8149,8428
HR,Croatia,ESRA East,DK,Denmark,ESRA North-West,14,20,8,230,158,105,123,209,276,388,473,604,679,723,626
HR,Croatia,ESRA East,EE,Estonia,Other Europe,0,3,4,2,21,53,43,34,20,7,7,3,7,36,55
HR,Croatia,ESRA East,ES,Spain,ESRA Mediterranean,93,107,159,153,225,287,401,525,514,777,736,708,640,733,935
HR,Croatia,ESRA East,FI,Finland,ESRA North-West,4,11,23,49,66,62,45,58,106,138,223,290,392,347,406
HR,Croatia,ESRA East,FO,Faroe Islands,ESRA North-West,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
HR,Croatia,ESRA East,FR,France,ESRA North-West,597,664,782,1240,2e3,2358,2434,2512,2272,2366,2660,2616,2410,2437,2553
HR,Croatia,ESRA East,GB,United Kingdom,ESRA North-West,1194,1124,1278,1404,1972,2712,3071,2651,2852,2835,2871,3155,3640,3886,3928
HR,Croatia,ESRA East,GE,Georgia,Other Europe,0,0,0,0,0,3,2,3,2,0,4,3,1,5,1
HR,Croatia,ESRA East,GI,Gibraltar,Other Europe,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0
HR,Croatia,ESRA East,GR,Greece,ESRA Mediterranean,64,59,107,122,156,207,218,198,196,267,273,243,247,280,360
HR,Croatia,ESRA East,HR,Croatia,ESRA East,7521,8609,10243,10836,11308,9879,10986,11676,13057,9906,9494,8614,8359,9647,9208
HR,Croatia,ESRA East,HU,Hungary,ESRA East,714,710,989,1392,1365,1258,1218,835,927,837,829,344,440,430,163
HR,Croatia,ESRA East,IE,Ireland,ESRA North-West,80,126,205,309,356,393,457,382,276,252,233,202,285,298,338
HR,Croatia,ESRA East,IT,Italy,ESRA Mediterranean,1049,1216,1514,1764,2517,2530,2664,1911,1657,2021,2140,1831,1808,2127,2280
HR,Croatia,ESRA East,LT,Lithuania,Other Europe,24,17,16,16,19,37,22,24,18,11,10,18,23,27,9
